Semester,Course Subject,Course Number,Course Title,Course Section,Sched Type,Primary Instructor,Term,CRN,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
Fall 2016,ADV,283,Advertising and Brand Strategy,,,"Mabry-Flynn, Amanda D",,62716,0,32,9,4,2,1,0,0,0,0,0,0,0,0,3.81,,
Fall 2016,ADV,283,Advertising and Brand Strategy,,,"Raquel, Steve A",,64451,1,22,19,1,0,0,0,0,0,0,0,0,2,0,3.67,,
Fall 2016,ADV,284,Consumer Insight,,,"Duff, Brittany",,62721,0,18,22,6,6,0,0,0,0,0,0,0,0,0,3.67,,
Fall 2016,ADV,284,Consumer Insight,,,"Das, Susmita",,65174,0,25,15,7,2,1,1,1,0,0,0,0,0,0,3.68,,
Fall 2016,ADV,310,Intro to Public Relations,,,"Yao, Mike Z",,57971,0,33,16,22,29,7,6,8,3,0,2,1,0,0,3.21,,
Fall 2016,ADV,311,Classic Campaigns,,,"Chambers, Jason P",,66827,0,13,16,11,10,2,1,0,0,0,0,0,0,0,3.49,,
Fall 2016,ADV,390,Content Creation,,,"Sheldon, Peter S",,61087,0,22,26,22,37,23,8,6,1,1,0,0,1,0,3.15,,
Fall 2016,ADV,410,Public Relations Strategies,,,"Oh, Sanghwa",,51297,1,19,12,14,5,0,2,1,1,0,0,0,0,0,3.53,,
Fall 2016,ADV,460,Innovation in Advertising,,,"Hartmann, Nathaniel B",,62726,1,37,8,8,6,0,3,3,1,1,0,0,0,0,3.56,,
Fall 2016,ADV,460,Innovation in Advertising,,,"Ham, Chang Dae",,61094,29,6,5,9,4,5,5,2,0,1,0,0,1,0,3.44,,
Fall 2016,ADV,483,Audience Analysis,,,"Wise, Kevin R",,29757,0,2,4,14,16,8,1,0,0,0,0,0,0,0,3.13,,
Fall 2016,ADV,483,Audience Analysis,,,"Sar, Sela",,51300,1,6,24,13,4,1,1,0,0,0,0,0,0,0,3.53,,
Fall 2016,ADV,490,Sports PR,,,"Raquel, Steve A",,59683,0,15,10,1,0,1,1,0,0,0,0,0,1,0,3.62,,
Fall 2016,ADV,490,Social Media Analytics,,,"Yun, Joseph T",,66376,4,24,1,0,0,1,0,0,0,0,0,0,0,0,3.94,,
Fall 2016,ADV,498,The Sandage Project,,,"Meron, Shachar",,64458,0,9,12,5,0,0,0,0,0,0,0,0,0,0,3.72,,
Fall 2016,AE,100,Intro to Aerospace Engineering,,,"Woodard, Brian S",,46515,0,28,4,0,4,2,0,0,0,0,0,0,0,0,3.79,,
Fall 2016,AE,100,Intro to Aerospace Engineering,,,"Langbort, Cedric",,63909,9,14,7,4,2,1,0,0,0,0,0,0,0,0,3.78,,
Fall 2016,AE,100,Intro to Aerospace Engineering,,,"Geubelle, Philippe H",,46516,10,18,2,0,2,0,0,1,0,0,0,0,1,0,3.75,,
Fall 2016,AE,199,Computer Aided Design,,,"Woodard, Brian S",,61243,0,21,5,3,5,1,1,1,0,0,0,0,1,0,3.54,,
Fall 2016,AE,199,Computer Aided Design,,,"Woodard, Brian S",,63338,1,22,6,9,1,1,1,0,0,0,1,0,2,0,3.48,,
Fall 2016,AE,202,Aerospace Flight Mechanics,,,"Chilan, Christian M",,55736,7,6,7,2,5,4,0,0,3,0,0,0,0,0,3.38,,
Fall 2016,AE,311,Incompressible Flow,,,"Selig, Michael S",,29785,2,10,15,17,20,16,15,11,1,1,0,1,1,0,2.94,,
Fall 2016,AE,321,Mechs of Aerospace Structures,,,"Chasiotis, Ioannis",,29786,3,6,10,8,11,10,10,9,8,11,9,6,17,0,2.05,,
Fall 2016,AE,352,Aerospace Dynamical Systems,,,"Ho, Koki",,29788,8,16,19,7,13,9,0,0,2,0,0,0,2,0,3.36,,
Fall 2016,AE,353,Aerospace Control Systems,,,"Voulgaris, Petros G",,66644,0,6,12,10,14,0,4,3,0,0,1,0,0,0,3.19,,
Fall 2016,AE,402,Orbital Mechanics,,,"Prussing, John E",,29794,5,12,16,9,22,12,0,0,0,0,0,0,0,0,3.36,,
Fall 2016,AE,412,Viscous Flow & Heat Transfer,,,"Bodony, Daniel J",,29800,3,13,10,5,3,1,1,1,0,0,1,0,0,0,3.54,,
Fall 2016,AE,416,Applied Aerodynamics,,,"Ansell, Phillip J",,29803,1,17,5,5,9,11,3,2,2,4,1,0,2,0,3.01,,
Fall 2016,AE,433,Aerospace Propulsion,,,"Panesi, Marco",,29787,0,33,23,19,16,9,7,8,2,2,2,1,1,0,3.2,,
Fall 2016,AE,442,Aerospace Systems Design I,,,"D'Urso, Steven J",,57765,10,12,7,7,15,3,5,3,7,0,0,0,1,0,3.13,,
Fall 2016,AE,442,Aerospace Systems Design I,,,"Burton, Rodney L",,57766,0,12,8,13,9,1,0,1,0,1,0,0,3,1,3.2,,
Fall 2016,AE,451,Aeroelasticity,,,"Balajewicz, Maciej",,51603,6,6,6,3,3,1,0,0,0,0,0,0,0,0,3.68,,
Fall 2016,AE,454,Systems Dynamics & Control,,,"Namachchivaya, N S",,53832,3,6,5,4,3,0,1,0,0,0,0,0,0,0,3.6,,
Fall 2016,AE,460,Aerodynamics & Propulsion Lab,,,"Dutton, J C",,36450,4,58,19,4,12,2,2,2,0,0,0,0,0,1,3.7,,
Fall 2016,AE,483,UAV Navigation and Control,,,"Bretl, Timothy W",,57767,45,38,8,9,2,3,0,0,1,0,0,0,0,1,3.84,,
Fall 2016,AFRO,100,Intro to African American St,,,"McMillion, Desiree Y",,49318,5,9,4,3,1,2,1,1,0,0,0,0,1,0,3.46,,
Fall 2016,AFRO,100,Intro to African American St,,,"McMillion, Desiree Y",,49320,8,5,4,1,0,3,2,2,1,1,0,0,2,0,3.09,,
Fall 2016,AFRO,101,"Black America, 1619-Present",,,"Cha-Jua, Sundiata",,47705,2,5,3,5,3,1,1,3,0,0,0,1,5,0,2.63,,
Fall 2016,AFRO,101,"Black America, 1619-Present",,,"Cha-Jua, Sundiata",,47707,0,1,4,1,5,1,3,2,0,1,2,0,3,1,2.35,,
Fall 2016,AFRO,261,Intro to the African Diaspora,,,"McDuffie, Erik S",,46614,1,19,7,5,5,1,0,1,0,0,0,0,0,0,3.64,,
Fall 2016,AFRO,383,Hist of Blk Women's Activism,,,"McDuffie, Erik S",,51826,0,17,8,5,3,0,0,1,0,0,0,0,0,0,3.68,,
Fall 2016,AFRO,411,African American Psychology,,,"Neville, Helen A",,60132,2,8,4,0,8,1,0,3,0,0,2,0,0,0,3.2,,
Fall 2016,AGCM,220,Communicating Agriculture,,,"Cupps-Miller, Heather A",,38779,0,16,4,1,1,1,0,0,1,1,0,0,1,0,3.49,,
Fall 2016,AGCM,430,Comm in Env Social Movements,,,"Reisner, Ann E",,36899,1,4,9,6,2,0,0,0,0,0,0,0,0,0,3.59,,
Fall 2016,AGED,230,Leadership Communications,,,"Keating, Kari H",,56362,3,51,12,5,8,0,1,0,0,2,1,0,0,0,3.69,,
Fall 2016,AGED,260,Intro to Leadership Studies,,,"Smist, Jennifer A",,45330,0,8,7,2,6,0,3,0,1,0,0,0,0,0,3.37,,
Fall 2016,AGED,260,Intro to Leadership Studies,,,"Burgoon, Lisa A",,61074,27,58,25,29,22,9,8,4,1,1,0,0,1,0,3.5,,
Fall 2016,AGED,280,Training Needs Assessment,,,"Korte, Debra S",,55468,13,10,4,1,1,1,0,0,0,0,1,0,0,0,3.76,,
Fall 2016,AGED,340,Leadership Ethics & Pluralism,,,"Collins, Jasmine D",,58186,2,6,6,6,5,2,0,0,0,1,0,0,1,0,3.3,,
Fall 2016,AGED,380,Leadership in Groups and Teams,,,"Rosch, David M",,59633,8,17,13,6,2,2,0,0,1,0,0,0,0,0,3.69,,
Fall 2016,AGED,380,Leadership in Groups and Teams,,,"Collins, Jasmine D",,63723,11,10,11,1,1,2,0,0,1,0,0,0,1,0,3.62,,
Fall 2016,AGED,480,Collaborative Leadership,,,"Keating, Kari H",,62936,4,17,6,2,1,0,0,0,0,0,0,0,0,0,3.86,,
Fall 2016,AGED,499,Begin Agri Teachers Seminar,,,"Korte, Debra S",,60733,0,23,1,0,6,0,0,0,0,0,0,0,0,0,3.79,,
Fall 2016,AHS,199,Undergraduate Open Seminar,,,"Rasberry, Moses K",,52015,17,9,0,0,2,0,0,2,0,0,0,0,0,0,3.8,,
Fall 2016,AIS,285,Indigenous Thinkers,,,"Maldonado, Korinta",,67476,13,3,0,0,0,4,0,2,0,0,0,0,0,1,3.58,,
Fall 2016,ANSC,100,Intro to Animal Sciences,,,"Parrett, Douglas F",,31300,10,99,0,12,41,0,3,5,0,0,3,0,1,0,3.56,,
Fall 2016,ANSC,103,Working With Farm Animals,,,"Cobb, Alan R",,29835,0,79,0,1,0,0,0,0,0,0,0,0,0,0,3.99,,
Fall 2016,ANSC,206,Horse Management,,,"Kline, Kevin H",,29863,2,38,4,2,8,0,1,1,0,0,0,0,0,0,3.74,,
Fall 2016,ANSC,207,Companion Animal Biology &Care,,,"de Flamingh, Alida",,51564,2,17,3,1,3,1,1,1,1,0,0,0,0,0,3.6,,
Fall 2016,ANSC,207,Companion Animal Biology &Care,,,"de Flamingh, Alida",,51565,8,15,5,4,5,2,0,1,0,0,0,0,0,0,3.65,,
Fall 2016,ANSC,207,Companion Animal Biology &Care,,,"de Flamingh, Alida",,51566,10,16,5,5,4,1,0,1,1,0,1,0,0,0,3.6,,
Fall 2016,ANSC,207,Companion Animal Biology &Care,,,"Ruiz-Rodriguez, Christina",,56248,7,15,12,3,4,4,2,0,0,0,2,0,0,0,3.5,,
Fall 2016,ANSC,207,Companion Animal Biology &Care,,,"Ruiz-Rodriguez, Christina",,56256,14,15,3,6,5,2,1,0,0,0,1,0,1,0,3.56,,
Fall 2016,ANSC,221,"Cells, Metabolism and Genetics",,,"Beever, Jonathan E",,55435,3,46,0,14,48,0,13,23,0,2,11,2,1,0,2.93,,
Fall 2016,ANSC,222,Anatomy and Physiology,,,"Wheeler, Matthew B",,55434,4,16,7,11,44,8,12,22,3,10,5,2,11,1,2.53,,
Fall 2016,ANSC,250,Companion Animals in Society,,,"Albert, Sarah D",,53235,107,155,101,61,64,26,23,17,10,6,3,2,7,0,3.44,,
Fall 2016,ANSC,298,Undergraduate Seminar,,,"Hurley, Walter L",,29886,61,13,4,1,2,2,0,0,0,0,0,0,0,0,3.92,,
Fall 2016,ANSC,305,Human Animal Interactions,,,"Albert, Sarah D",,29860,15,5,4,6,2,1,2,0,0,0,0,0,0,0,3.66,,
Fall 2016,ANSC,307,Companion Animal Management,,,"Fischer-Brown, Amy E",,60741,2,4,6,8,17,2,4,7,2,0,3,1,2,0,2.75,,
Fall 2016,ANSC,350,Cellular Metabolism in Animals,,,"Ridlon, Jason M",,29884,0,14,0,0,12,0,0,21,0,0,2,0,0,0,2.78,,
Fall 2016,ANSC,370,Companion Animal Policy,,,"Fischer-Brown, Amy E",,62114,0,8,6,0,5,0,0,2,0,0,0,0,0,0,3.48,,
Fall 2016,ANSC,401,Beef Production,,,"Parrett, Douglas F",,29887,2,31,0,0,9,0,0,0,0,0,0,0,0,0,3.79,,
Fall 2016,ANSC,420,Ruminant Nutrition,,,"Drackley, James K",,29891,0,10,1,1,14,3,1,6,0,0,0,0,1,0,3.01,,
Fall 2016,ANSC,431,Advanced Reproductive Biology,,,"Nowak, Romana A",,40958,14,13,12,6,13,0,0,8,1,1,0,0,1,0,3.33,,
Fall 2016,ANSC,445,Statistical Methods,,,"Rodriguez-Zas, Sandra L",,67021,14,8,2,1,0,0,0,0,0,0,0,0,0,0,3.95,,
Fall 2016,ANSC,452,Animal Growth and Development,,,"Dilger, Anna C",,29889,0,36,0,0,10,0,0,2,0,0,1,0,0,0,3.67,,
Fall 2016,ANSC,467,Applied Animal Ecology,,,"Johnson, Janeen L",,31305,2,20,8,7,9,0,0,0,0,0,0,0,0,0,3.65,,
Fall 2016,ANSC,498,Integrating Animal Sciences,,,"Loerch, Steven C",,59523,0,62,0,0,8,0,0,1,0,0,1,0,0,0,3.82,,
Fall 2016,ANSC,499,Dangerous Dogs & Breed Discrim,,,"Albert, Sarah D",,62843,0,20,0,0,0,0,1,0,0,0,0,0,0,0,3.92,,
Fall 2016,ANTH,101,Introduction to Anthropology,,,"Carter, Alison",,55549,15,44,42,28,28,31,10,13,18,3,6,1,9,0,2.98,,
Fall 2016,ANTH,103,Anthro in a Changing World,,,"Lee, Alexander J",,65489,12,83,89,27,45,20,7,16,6,4,1,5,15,0,3.19,,
Fall 2016,ANTH,103,Anthro in a Changing World,,,"Smalls, Krystal A",,29919,0,27,46,46,43,25,30,16,10,7,6,2,5,1,2.89,,
Fall 2016,ANTH,104,Talking Culture,,,"Kramer, Elise A",,37052,0,2,9,4,5,1,0,0,0,0,0,0,0,0,3.43,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,37058,12,6,1,3,0,0,0,2,0,0,0,1,0,0,3.61,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,37058,161,107,54,25,38,15,14,13,9,2,9,4,19,3,3.39,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57526,13,4,2,2,1,3,1,0,1,0,1,0,0,0,3.5,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57527,9,7,6,0,0,0,0,3,1,0,1,0,0,0,3.51,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57528,8,6,4,1,1,1,1,0,0,0,0,0,1,0,3.57,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57529,13,4,2,0,1,0,2,1,0,1,0,0,1,0,3.45,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57530,10,7,1,2,4,0,1,0,0,0,0,0,3,0,3.31,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57532,3,13,4,0,5,0,2,0,0,0,0,0,1,1,3.51,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57553,3,6,6,5,4,0,0,0,0,0,1,0,0,0,3.51,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57554,17,2,1,2,1,0,0,1,0,0,0,1,2,1,3.41,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57518,10,6,2,1,3,0,1,1,2,0,1,0,1,0,3.3,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57558,11,5,4,0,1,0,1,1,0,0,0,1,1,0,3.47,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57559,6,6,3,1,0,0,2,0,0,0,0,0,3,0,3.19,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57519,11,2,1,2,0,1,2,1,2,0,0,1,1,1,3.15,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57520,7,7,3,0,4,2,1,0,1,0,1,0,0,0,3.44,,
Fall 2016,ANTH,143,Biology of Human Behavior,,,"Clancy, Kathryn B",,57525,4,5,4,1,2,2,0,1,1,0,1,0,3,0,2.92,,
Fall 2016,ANTH,160,Contemporary Social Issues,,,"Rosas, Gilberto",,50621,5,9,10,1,3,3,1,2,4,0,0,0,2,0,3.15,,
Fall 2016,ANTH,180,The Archaeology of Death,,,"Silverman, Helaine I",,31310,47,65,15,12,49,12,6,23,10,0,10,0,4,1,3.2,,
Fall 2016,ANTH,182,Latin American Cultures,,,"Maldonado, Korinta",,38786,6,2,6,5,7,2,0,0,0,0,0,0,0,0,3.46,,
Fall 2016,ANTH,220,Introduction to Archaeology,,,"Carter, Alison",,31325,7,8,3,3,1,1,0,0,1,0,0,0,0,0,3.68,,
Fall 2016,ANTH,230,Sociocultural Anthropology,,,"Kramer, Elise A",,43141,3,9,3,7,3,0,1,0,0,0,0,0,0,0,3.6,,
Fall 2016,ANTH,230,Sociocultural Anthropology,,,"Kramer, Elise A",,43143,5,7,8,4,2,0,1,1,0,0,0,0,0,0,3.61,,
Fall 2016,ANTH,246,Forensic Science,,,"Malhi, Ripan S",,62039,6,227,47,36,24,7,11,7,3,1,1,0,9,0,3.59,,
Fall 2016,ANTH,277,"Ancient Cities, Sacred Land",,,"Pauketat, Timothy R",,46541,0,9,5,3,7,1,1,3,1,1,1,0,0,0,3.14,,
Fall 2016,ANTH,399,Senior Capston Seminar,,,"Farnell, Brenda M",,64057,2,9,4,4,0,0,0,2,0,0,0,0,0,0,3.62,,
Fall 2016,ANTH,411,Methods of Cultural Anth,,,"Moodie, Ellen",,46543,0,16,5,0,1,0,1,2,0,0,0,0,1,0,3.58,,
Fall 2016,ANTH,460,Heritage Management,,,"Silverman, Helaine I",,46547,0,18,6,0,1,0,0,0,0,0,0,0,0,1,3.89,,
Fall 2016,ARAB,150,Lang&Culture of Arab World,,,"Saadah, Eman",,54547,9,13,0,1,0,0,2,2,0,0,0,0,1,0,3.57,,
Fall 2016,ARCH,101,Introduction to Architecture,,,"Waldrep, Lee W",,45560,0,85,32,19,17,7,2,7,4,1,2,0,1,1,3.5,,
Fall 2016,ARCH,231,Anatomy of Buildings,,,"Taylor, Mark",,29941,0,30,25,17,27,8,2,1,0,0,0,0,1,2,3.4,,
Fall 2016,ARCH,271,Graphics for Architects,,,"Emmons, David J",,49267,0,6,19,19,18,15,13,5,1,2,2,5,4,2,2.76,,
Fall 2016,ARCH,341,Environment Tech HVAC,,,"Strand, Richard K",,29948,0,6,9,8,9,9,9,4,1,0,3,0,1,1,2.85,,
Fall 2016,ARCH,342,Environment Tech Ltg & Acoust,,,"Boubekri, Mohamed",,29958,5,8,7,4,11,5,6,8,1,1,0,0,1,0,2.99,,
Fall 2016,ARCH,351,Statics & Dynamics,,,"Mitalski, Marc A",,31365,19,17,19,11,15,15,3,4,2,1,0,1,2,0,3.26,,
Fall 2016,ARCH,403,Spec Topics in Arch History,,,"Grossman, Heather E",,66780,0,4,10,9,6,0,0,1,0,0,0,0,1,0,3.31,,
Fall 2016,ARCH,409,Special Topics in Spanish Arch,,,"Lapunzina, Alejandro",,48019,0,11,10,9,0,0,0,0,0,0,0,0,0,0,3.69,,
Fall 2016,ARCH,412,Medieval Architecture,,,"Grossman, Heather E",,29972,0,5,11,4,12,3,5,1,0,0,1,0,0,1,3.15,,
Fall 2016,ARCH,417,Twentieth-Century Architecture,,,"Burns, Jennifer",,43713,19,35,17,9,5,3,1,0,0,0,0,0,0,1,3.75,,
Fall 2016,ARCH,451,Theory & Design Steel & Timber,,,"Aminmansour, Abbas",,29984,6,18,18,11,10,4,3,6,1,2,1,1,2,0,3.19,,
Fall 2016,ARCH,451,Theory & Design Steel & Timber,,,"Lapunzina, Alejandro",,63397,0,10,6,5,5,2,2,0,0,0,0,0,0,0,3.46,,
Fall 2016,ARCH,468,Overseas Architectural Studies,,,"Lapunzina, Alejandro",,63722,2,14,10,4,0,0,0,0,0,0,0,0,0,0,3.8,,
Fall 2016,ARCH,476,Arch Design & Exploration,,,"Lapunzina, Alejandro",,66933,0,5,5,10,2,8,0,0,0,0,0,0,0,0,3.3,,
Fall 2016,ARCH,502,Structural Planning,,,"Krishnan, Sudarshan",,63385,3,24,16,9,11,8,2,1,0,0,0,0,0,0,3.48,,
Fall 2016,ARCH,577,Theory of Architecture,,,"Stallmeyer, John C",,55619,3,3,14,15,10,16,7,5,1,1,0,1,1,1,2.96,,
Fall 2016,ART,100,Understanding Visual Culture,,,"Burns, Jennifer",,54742,7,36,30,7,7,1,1,2,0,0,1,0,0,0,3.66,,
Fall 2016,ART,105,Visual Design for Non-Majors,,,"Bai, Qiuailin",,63473,6,23,9,0,1,0,0,1,0,0,0,0,1,0,3.76,,
Fall 2016,ART,105,Visual Design for Non-Majors,,,"Carpenter, Joseph A",,64967,3,27,4,2,2,0,0,0,0,0,1,0,0,0,3.8,,
Fall 2016,ART,310,Design Thinking,,,"Goggin, Nan E",,64968,16,11,4,4,1,1,0,0,0,0,0,0,1,0,3.73,,
Fall 2016,ARTD,218,Intro to Web Technologies,,,"Thomas, Nekita S",,66142,0,13,4,2,0,2,0,0,0,1,0,0,0,0,3.64,,
Fall 2016,ARTD,218,Intro to Web Technologies,,,"Thomas, Nekita S",,66143,0,12,5,1,3,1,0,0,0,0,0,0,0,0,3.7,,
Fall 2016,ARTD,222,Typographic Practice,,,"Kwon, Linda E",,66147,0,11,1,6,5,0,0,0,0,0,0,0,0,0,3.59,,
Fall 2016,ARTD,270,Design Methods,,,"Thomas, Nekita S",,66148,1,14,4,2,1,0,0,0,0,0,0,0,0,0,3.83,,
Fall 2016,ARTD,328,Human-Centered Product Design,,,"McDonagh, Deana C",,51747,5,17,3,3,4,1,0,0,0,0,0,0,0,0,3.75,,
Fall 2016,ARTD,328,Human-Centered Product Design,,,"McDonagh, Deana C",,66551,2,3,11,10,0,0,0,0,0,0,0,0,0,0,3.6,,
Fall 2016,ARTD,351,Graphic Design Inquiry,,,"Kwon, Linda E",,66154,0,12,4,3,2,1,0,1,0,0,0,0,0,0,3.62,,
Fall 2016,ARTD,351,Graphic Design Inquiry,,,"Thomas, Nekita S",,66155,0,12,4,5,0,0,0,0,0,0,0,0,0,0,3.78,,
Fall 2016,ARTD,371,Graphic Design Practicum,,,"Benson, Eric",,66157,1,12,5,3,2,0,0,0,0,0,0,0,0,0,3.75,,
Fall 2016,ARTD,418,Digital Interaction Sandbox,,,"Kwon, Linda E",,66159,0,7,8,3,0,0,0,0,0,1,1,1,1,0,3.2,,
Fall 2016,ARTD,426,Product Innovation,,,"Weightman, David I",,63745,1,13,1,5,2,5,0,0,0,0,0,0,0,0,3.54,,
Fall 2016,ARTF,101,Contemporary Issues in Art,,,"Kienke, Christopher",,31200,2,37,43,25,20,11,3,9,4,0,1,10,3,0,3.13,,
Fall 2016,ARTH,112,Renaissance to Modern Art,,,"Belanger, Noelle C",,66276,1,3,3,2,1,3,3,3,0,1,2,1,0,0,2.68,,
Fall 2016,ARTH,112,Renaissance to Modern Art,,,"Landau, Jessica",,66278,0,0,2,3,3,5,2,3,4,0,1,0,0,0,2.52,,
Fall 2016,ARTH,112,Renaissance to Modern Art,,,"Landau, Jessica",,66280,0,2,5,4,4,3,1,1,1,1,0,0,0,0,3.05,,
Fall 2016,ARTH,112,Renaissance to Modern Art,,,"Richter, Sarah D",,66282,1,6,6,3,1,1,1,2,0,1,0,0,1,0,3.19,,
Fall 2016,ARTH,112,Renaissance to Modern Art,,,"Henry, Mollie A",,66283,3,4,10,1,1,3,0,0,0,0,0,0,0,0,3.59,,
Fall 2016,ARTH,112,Renaissance to Modern Art,,,"Henry, Mollie A",,66284,0,10,4,1,3,1,0,0,1,0,0,1,2,0,3.13,,
Fall 2016,ARTH,211,Design History Survey,,,"Weissman, Terri",,66185,0,18,30,29,71,17,5,10,0,2,2,0,1,1,3.1,,
Fall 2016,ARTH,241,"Modern Art, 1880-1940",,,"Romberg, Kristin",,49043,0,7,13,12,8,2,1,1,1,1,1,0,0,0,3.26,,
Fall 2016,ASTR,100,Introduction to Astronomy,,,"Evans, Jessica M",,41827,22,43,26,12,28,10,5,5,6,1,3,3,5,1,3.22,,
Fall 2016,ASTR,100,Introduction to Astronomy,,,"Evans, Jessica M",,58800,40,89,52,39,56,25,12,13,11,5,0,1,7,2,3.29,,
Fall 2016,ASTR,121,The Solar System,,,"Evans, Jessica M",,37107,15,25,20,12,24,7,7,3,1,2,2,1,7,0,3.12,,
Fall 2016,ASTR,122,Stars and Galaxies,,,"Shen, Yue",,39752,12,14,22,22,24,8,4,8,4,2,2,5,0,0,3.08,,
Fall 2016,ASTR,150,Killer Skies: Astro-Disasters,,,"Dunne, Bryan C",,53598,18,53,26,14,14,10,3,3,1,0,1,1,3,1,3.48,,
Fall 2016,ASTR,210,Introduction to Astrophysics,,,"Mouschovias, Telemachos C",,30268,0,5,3,2,9,2,1,8,1,2,3,3,6,0,2.17,,
Fall 2016,ASTR,330,Extraterrestrial Life,,,"Looney, Leslie W",,66562,7,150,18,6,13,2,2,6,0,1,0,1,5,1,3.68,,
Fall 2016,ASTR,404,Stellar Astrophysics,,,"Ricker, Paul M",,39758,0,7,11,7,7,1,0,2,1,3,0,0,0,0,3.21,,
Fall 2016,ASTR,406,Galaxies and the Universe,,,"Dalal, Neal K",,43268,2,9,6,1,1,0,0,3,0,0,0,0,0,0,3.56,,
Fall 2016,ATMS,100,Introduction to Meteorology,,,"Frame, Jeffrey",,37004,57,111,57,48,93,27,9,17,11,2,5,2,4,1,3.33,,
Fall 2016,ATMS,120,Severe and Hazardous Weather,,,"Snodgrass, Eric R",,31291,306,140,54,33,27,17,10,2,3,2,3,0,3,1,3.76,,
Fall 2016,ATMS,140,Climate and Global Change,,,"Schlesinger, Michael E",,55849,6,20,14,10,5,3,0,2,1,0,0,2,1,2,3.42,,
Fall 2016,ATMS,201,General Physical Meteorology,,,"Snodgrass, Eric R",,54034,7,22,7,3,2,0,2,2,0,0,0,0,0,0,3.7,,
Fall 2016,ATMS,301,Atmospheric Thermodynamics,,,"Lasher-Trapp, Sonia",,49526,0,4,3,4,3,3,5,2,0,0,0,0,1,0,2.92,,
Fall 2016,ATMS,302,Atmospheric Dynamics I,,,"Wang, Zhuo",,49527,0,5,0,4,5,3,5,3,1,0,0,0,0,0,2.91,,
Fall 2016,BADM,199,Bus as a Force in Am Society,,,"White, B J",,53818,3,15,3,1,0,0,0,0,0,0,0,0,0,0,3.92,,
Fall 2016,BADM,261,Technology & Mgmt Seminar,,,"Quarton, John E",,59910,0,60,0,0,1,0,0,1,0,0,0,0,0,0,3.95,,
Fall 2016,BADM,300,The Legal Environment of Bus,,,"Wright, Margaret",,62982,120,40,25,9,8,2,0,1,1,1,0,0,1,0,3.83,,
Fall 2016,BADM,300,The Legal Environment of Bus,,,"Wright, Margaret",,62983,37,10,2,2,1,0,1,2,0,0,1,0,0,0,3.79,,
Fall 2016,BADM,300,The Legal Environment of Bus,,,"Wright, Margaret",,62985,98,16,18,12,8,5,1,5,2,1,0,2,1,0,3.66,,
Fall 2016,BADM,310,Mgmt and Organizational Beh,,,"Love, E G",,29649,88,126,95,80,65,47,37,25,8,2,7,0,3,1,3.35,,
Fall 2016,BADM,310,Mgmt and Organizational Beh,,,"Shabbir, Muhammad S",,58599,0,26,3,0,0,0,0,1,0,0,0,0,0,0,3.9,,
Fall 2016,BADM,311,Individual Behavior in Orgs,,,"Goncalo, Jack",,31432,0,37,3,4,0,0,0,0,0,0,0,0,0,0,3.92,,
Fall 2016,BADM,312,Org Design and Environment,,,"Khessina, Olga",,44050,1,20,12,5,3,2,0,0,0,0,0,0,0,0,3.7,,
Fall 2016,BADM,312,Org Design and Environment,,,"Khessina, Olga",,31435,0,11,3,4,2,1,0,0,0,0,0,0,0,0,3.67,,
Fall 2016,BADM,314,Leading Negotiations,,,"Jang, Daisung",,66083,0,17,12,5,11,8,0,0,1,0,0,0,0,0,3.42,,
Fall 2016,BADM,320,Principles of Marketing,,,"Wolters, Mark E",,31412,143,86,28,16,8,4,0,0,1,0,0,0,0,0,3.88,,
Fall 2016,BADM,320,Principles of Marketing,,,"Wolters, Mark E",,31415,179,94,27,11,6,0,0,1,0,0,0,0,0,0,3.92,,
Fall 2016,BADM,320,Principles of Marketing,,,"Shabbir, Muhammad S",,58600,0,20,0,0,1,1,0,0,1,0,0,0,0,0,3.8,,
Fall 2016,BADM,321,Principles of Retailing,,,"Shabbir, Muhammad S",,29650,0,27,7,5,4,0,0,0,0,0,0,0,0,0,3.78,,
Fall 2016,BADM,322,Marketing Research,,,"Ng, Andy Ho Man",,31426,7,13,9,6,5,1,0,0,0,0,0,0,1,0,3.59,,
